course_id,branch,track,course_title,difficulty_level,provider,format,description,skills_taught,tools_covered,prerequisite_course_title,estimated_hours,rating,num_reviews,career_paths,industry_sectors
EEE-0098,Electrical Engineering,Electrical Measurements,Advanced Electrical Measurements,Advanced,FutureLearn,Blended (Video + Project),"This advanced course covers complex, industry-relevant topics in Electrical Measurements, including optimization techniques, edge cases, and current best practices used in Electrical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",power system analysis; matlab simulink; protection relay coordination; electrical machine design,plc software; pspice; etap,Applied Electrical Measurements,50,4.4,3291,automation engineer; power systems engineer; electrical design engineer,manufacturing; power and energy
CHE-0123,Chemical Engineering,Process Simulation,Introduction to Process Simulation,Beginner,Pluralsight,Interactive Lab,"This foundational course introduces the core concepts of Process Simulation within Chemical Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Process Simulation is required, though general familiarity with Chemical Engineering fundamentals is helpful.",heat balance; hazop analysis; reactor design; process simulation,matlab; hysys; autocad p&id,None,19,4.5,1672,process engineer; chemical process consultant; refinery engineer,food processing; oil and gas
MEC-0075,Mechanical Engineering,Mechanics of Materials,Applied Mechanics of Materials,Intermediate,Udemy,Self-paced Reading,"Building on foundational knowledge, this course goes deeper into Mechanics of Materials, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Mechanics of Materials concepts to realistic scenarios.",thermodynamic analysis; ansys; cnc programming; gd&t,creo; abaqus; solidworks,Introduction to Mechanics of Materials,38,4.9,5897,robotics engineer; automotive engineer; product design engineer,energy; consumer goods
AER-0060,Aerospace Engineering,Spacecraft Design,Spacecraft Design Capstone Project,Capstone,Pluralsight,Self-paced Reading,"A project-based capstone course where learners apply everything covered across the Spacecraft Design track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",aircraft structural analysis; flight dynamics; cfd analysis; cad modeling,matlab; catia; stk,Advanced Spacecraft Design,19,4.2,575,cfd analyst; avionics engineer; spacecraft systems engineer,defense; aviation
AUT-0046,Automobile Engineering,Automotive Electronics,Applied Automotive Electronics,Intermediate,LinkedIn Learning,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Automotive Electronics, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Automotive Electronics concepts to realistic scenarios.",engine design; battery management; cad modeling; automotive diagnostics,catia; matlab; ansys,Introduction to Automotive Electronics,32,3.6,2202,chassis engineer; vehicle testing engineer; automotive electronics engineer,automotive; manufacturing
CHE-0190,Chemical Engineering,Food Process Engineering,Food Process Engineering Capstone Project,Capstone,NPTEL,Instructor-led Live,"A project-based capstone course where learners apply everything covered across the Food Process Engineering track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",aspen plus; heat balance; hazop analysis; mass balance,aspen plus; autocad p&id; comsol,Advanced Food Process Engineering,26,4.2,1293,safety engineer; process engineer; chemical process consultant,petrochemical; food processing
EEE-0012,Electrical Engineering,Power Systems,Introduction to Power Systems,Beginner,NPTEL,Self-paced Reading,"This foundational course introduces the core concepts of Power Systems within Electrical Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Power Systems is required, though general familiarity with Electrical Engineering fundamentals is helpful.",circuit design; protection relay coordination; matlab simulink; plc programming,autocad electrical; etap; matlab simulink,None,15,4.2,5701,energy consultant; electrical design engineer; control systems engineer,utilities; manufacturing
AUT-0145,Automobile Engineering,Fuel Systems Engineering,Applied Fuel Systems Engineering,Intermediate,FutureLearn,Instructor-led Live,"Building on foundational knowledge, this course goes deeper into Fuel Systems Engineering, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Fuel Systems Engineering concepts to realistic scenarios.",engine design; vehicle dynamics analysis; battery management; automotive diagnostics,catia; ansys; matlab,Introduction to Fuel Systems Engineering,36,4.4,610,chassis engineer; automotive electronics engineer; automotive design engineer,automotive; electric vehicles
CIV-0100,Civil Engineering,Earthquake Engineering,Earthquake Engineering Capstone Project,Capstone,LinkedIn Learning,Self-paced Reading,"A project-based capstone course where learners apply everything covered across the Earthquake Engineering track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",autocad; soil testing; structural analysis; cost estimation,primavera; etabs; revit,Advanced Earthquake Engineering,20,4.0,4206,geotechnical engineer; construction manager; site engineer,urban development; construction
ENV-0158,Environmental Engineering,Environmental Policy and Law,Advanced Environmental Policy and Law,Advanced,FutureLearn,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Environmental Policy and Law, including optimization techniques, edge cases, and current best practices used in Environmental Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",sustainability reporting; environmental impact assessment; gis mapping; waste management planning,epanet; surfer; arcgis,Applied Environmental Policy and Law,44,4.0,4861,EHS specialist; water resources engineer; environmental engineer,consulting; government
